Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/tdes,h/tw,h/tdes,D/t,Ix / 106,Zx / 103,Sx / 103,rx,Iy / 106,Zy / 103,Sy / 103,ry,Iz / 106,rz,Sz / 103,J / 103,Cw / 109,C / 103,Wno,Sw1 / 106,Sw2 / 106,Sw3 / 106,Qf / 103,Qw / 103,ro,H,tan(?),Qs,Iw / 106,zA,zB,zC,wA,wB,wC,SwA / 103,SwB / 103,SwC / 103,SzA / 103,SzB / 103,SzC / 103,rts,ho,PA,PB,Unnamed: 77,b/t,h/t,Flange Compression,Web Compression,Flange Flexure,Web Flexure,unit_price
W,W16X89,W410X132,132.0,16900,427,425,–,–,–,264,264,–,–,–,13.3,12.7,6.35,22.2,22.2,–,–,–,32.5,44.5,27.0,–,–,–,–,–,5.92,–,27.0,–,–,541.0,2870.0,2540.0,179.0,67.8,788.0,515.0,63.2,–,–,–,2270.0,2740.0,–,26700,39.2,–,–,564.0,1430.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,73.2,404,1600,1870,,5.92,27.0,NS,NS,C,C,2950
W,W16X77,W410X114,114.0,14600,419,419,–,–,–,262,260,–,–,–,11.6,11.1,6.35,19.3,19.0,–,–,–,29.5,41.3,27.0,–,–,–,–,–,6.77,–,31.2,–,–,462.0,2460.0,2200.0,178.0,57.4,674.0,441.0,62.7,–,–,–,1490.0,2310.0,–,26100,33.0,–,–,482.0,1220.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,72.4,399,1580,1840,,6.77,31.2,NS,NS,C,C,2950
W,W16X67,W410X100,100.0,12600,414,416,–,–,–,259,260,–,–,–,10.0,9.52,4.76,16.9,17.5,–,–,–,27.2,39.7,25.4,–,–,–,–,–,7.7,–,35.9,–,–,397.0,2130.0,1920.0,177.0,49.5,582.0,380.0,62.5,–,–,–,995.0,1960.0,–,25700,28.1,–,–,418.0,1050.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,71.6,396,1570,1830,,7.7,35.9,NS,S,C,C,2950
W,W16X57,W410X85,85.0,10800,417,416,–,–,–,181,181,–,–,–,10.9,11.1,6.35,18.2,17.5,–,–,–,28.4,34.9,22.2,–,–,–,–,–,4.98,–,33.0,–,–,316.0,1720.0,1510.0,171.0,17.9,310.0,198.0,40.6,–,–,–,924.0,714.0,–,18000,14.8,–,–,308.0,852.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,48.8,399,1340,1520,,4.98,33.0,NS,NS,C,C,2950
W,W16X50,W410X75,75.0,9480,414,413,–,–,–,180,181,–,–,–,9.65,9.52,4.76,16.0,15.9,–,–,–,26.2,33.3,20.6,–,–,–,–,–,5.61,–,37.4,–,–,274.0,1510.0,1330.0,170.0,15.5,267.0,172.0,40.4,–,–,–,633.0,610.0,–,17900,12.8,–,–,270.0,747.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,48.0,399,1330,1510,,5.61,37.4,NS,S,C,C,2950
W,W16X45,W410X67,67.0,8580,409,410,–,–,–,179,178,–,–,–,8.76,9.52,4.76,14.4,14.3,–,–,–,24.6,31.8,20.6,–,–,–,–,–,6.23,–,41.1,–,–,244.0,1350.0,1190.0,169.0,13.7,238.0,153.0,39.9,–,–,–,462.0,534.0,–,17600,11.3,–,–,241.0,665.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,47.5,394,1320,1500,,6.23,41.1,NS,S,C,C,2950
W,W16X40,W410X60,60.0,7610,406,406,–,–,–,178,178,–,–,–,7.75,7.94,4.76,12.8,12.7,–,–,–,23.0,30.2,20.6,–,–,–,–,–,6.93,–,46.5,–,–,216.0,1200.0,1060.0,168.0,12.0,208.0,135.0,39.9,–,–,–,330.0,465.0,–,17500,9.99,–,–,215.0,590.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,47.2,394,1310,1490,,6.93,46.5,NS,S,C,C,2950
W,W16X36,W410X53,53.0,6840,404,403,–,–,–,178,178,–,–,–,7.49,7.94,4.76,10.9,11.1,–,–,–,21.1,28.6,19.1,–,–,–,–,–,8.12,–,48.1,–,–,186.0,1050.0,926.0,165.0,10.2,177.0,115.0,38.6,–,–,–,227.0,392.0,–,17400,8.45,–,–,182.0,518.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,46.5,394,1310,1490,,8.12,48.1,NS,S,C,C,2950
W,W16X31,W410X46.1,46.1,5890,404,403,–,–,–,140,140,–,–,–,6.99,6.35,3.18,11.2,11.1,–,–,–,21.4,28.6,19.1,–,–,–,–,–,6.28,–,51.6,–,–,156.0,885.0,773.0,163.0,5.16,115.0,73.6,29.7,–,–,–,192.0,198.0,–,13800,5.41,–,–,147.0,436.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,36.1,394,1200,1340,,6.28,51.6,NS,S,C,C,2950
W,W16X26,W410X38.8,38.8,4950,399,400,–,–,–,140,140,–,–,–,6.35,6.35,3.18,8.76,9.52,–,–,–,19.0,27.0,19.1,–,–,–,–,–,7.97,–,56.8,–,–,125.0,724.0,629.0,159.0,3.99,89.8,57.2,28.4,–,–,–,109.0,152.0,–,13600,4.16,–,–,114.0,354.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,35.1,391,1190,1330,,7.97,56.8,NS,S,C,C,2950
W,W14X730,W360X1086,1090.0,139000,569,568,–,–,–,455,454,–,–,–,78.0,77.8,39.7,125.0,125.0,–,–,–,140.0,157.0,69.9,–,–,–,–,–,1.82,–,3.71,–,–,5950.0,27200.0,21000.0,208.0,1960.0,13400.0,8640.0,119.0,–,–,–,604000.0,97200.0,–,50500,716.0,–,–,5210.0,13600.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,144.0,444,2310,2770,,1.82,3.71,NS,NS,C,C,2950
W,W14X665,W360X990,990.0,126000,549,549,–,–,–,450,448,–,–,–,71.9,71.4,36.5,115.0,114.0,–,–,–,130.0,148.0,66.7,–,–,–,–,–,1.95,–,4.03,–,–,5160.0,24300.0,18800.0,203.0,1740.0,12000.0,7730.0,117.0,–,–,–,466000.0,81900.0,–,48800,629.0,–,–,4700.0,12100.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,141.0,434,2270,2720,,1.95,4.03,NS,NS,C,C,2950
W,W14X605,W360X900,900.0,115000,531,530,–,–,–,442,441,–,–,–,66.0,66.7,33.3,106.0,106.0,–,–,–,121.0,138.0,63.5,–,–,–,–,–,2.09,–,4.39,–,–,4500.0,21600.0,17000.0,198.0,1530.0,10700.0,6930.0,116.0,–,–,–,362000.0,69300.0,–,47000,549.0,–,–,4230.0,10800.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,138.0,424,2230,2670,,2.09,4.39,NS,NS,C,C,2950
W,W14X550,W360X818,818.0,105000,513,514,–,–,–,437,438,–,–,–,60.5,60.3,30.2,97.0,96.8,–,–,–,112.0,130.0,60.3,–,–,–,–,–,2.25,–,4.79,–,–,3930.0,19300.0,15300.0,194.0,1350.0,9550.0,6190.0,114.0,–,–,–,278000.0,58800.0,–,45400,483.0,–,–,3800.0,9590.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,136.0,417,2180,2620,,2.25,4.79,NS,NS,C,C,2950
W,W14X500,W360X744,744.0,94800,498,498,–,–,–,432,432,–,–,–,55.6,55.6,28.6,88.9,88.9,–,–,–,104.0,122.0,58.7,–,–,–,–,–,2.43,–,5.21,–,–,3420.0,17200.0,13700.0,190.0,1200.0,8550.0,5560.0,113.0,–,–,–,214000.0,50200.0,–,44100,425.0,–,–,3420.0,8550.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,134.0,409,2160,2590,,2.43,5.21,NS,NS,C,C,2950
W,W14X455,W360X677,677.0,86500,483,483,–,–,–,427,429,–,–,–,51.3,50.8,25.4,81.5,81.0,–,–,–,96.8,114.0,57.2,–,–,–,–,–,2.62,–,5.66,–,–,2990.0,15300.0,12400.0,186.0,1070.0,7670.0,4980.0,111.0,–,–,–,164000.0,43000.0,–,42800,372.0,–,–,3060.0,7640.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,131.0,401,2110,2540,,2.62,5.66,NS,NS,C,C,2950
W,W14X426,W360X634,634.0,80600,475,473,–,–,–,424,425,–,–,–,47.8,47.6,23.8,77.2,77.8,–,–,–,92.2,110.0,54.0,–,–,–,–,–,2.75,–,6.08,–,–,2750.0,14200.0,11600.0,184.0,982.0,7110.0,4640.0,110.0,–,–,–,138000.0,38700.0,–,42200,345.0,–,–,2880.0,7130.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,130.0,399,2100,2520,,2.75,6.08,NS,NS,C,C,2950
W,W14X398,W360X592,592.0,75500,465,464,–,–,–,422,422,–,–,–,45.0,44.4,22.2,72.4,73.0,–,–,–,87.4,105.0,54.0,–,–,–,–,–,2.92,–,6.44,–,–,2500.0,13100.0,10700.0,182.0,903.0,6590.0,4290.0,109.0,–,–,–,114000.0,34600.0,–,41400,316.0,–,–,2670.0,6570.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,128.0,394,2080,2500,,2.92,6.44,NS,NS,C,C,2950
W,W14X370,W360X551,551.0,70300,455,454,–,–,–,419,419,–,–,–,42.2,42.9,20.6,67.6,68.3,–,–,–,82.8,100.0,52.4,–,–,–,–,–,3.1,–,6.89,–,–,2260.0,12100.0,9950.0,180.0,828.0,6060.0,3950.0,108.0,–,–,–,92400.0,31200.0,–,40600,287.0,–,–,2460.0,6010.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,127.0,386,2060,2480,,3.1,6.89,NS,NS,C,C,2950
W,W14X342,W360X509,509.0,65200,445,444,–,–,–,417,416,–,–,–,39.1,39.7,20.6,62.7,63.5,–,–,–,78.0,95.3,50.8,–,–,–,–,–,3.31,–,7.41,–,–,2040.0,11000.0,9140.0,177.0,753.0,5540.0,3620.0,108.0,–,–,–,74100.0,27700.0,–,39700,260.0,–,–,2260.0,5490.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,126.0,381,2030,2450,,3.31,7.41,NS,NS,C,C,2950
W,W14X311,W360X463,463.0,59000,434,435,–,–,–,411,413,–,–,–,35.8,36.5,19.0,57.4,57.2,–,–,–,72.6,90.5,49.2,–,–,–,–,–,3.59,–,8.09,–,–,1800.0,9880.0,8290.0,175.0,670.0,4980.0,3260.0,107.0,–,–,–,56600.0,23900.0,–,38800,229.0,–,–,2030.0,4920.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,124.0,376,2010,2420,,3.59,8.09,NS,NS,C,C,2950
W,W14X283,W360X421,421.0,53700,424,425,–,–,–,409,410,–,–,–,32.8,33.3,17.5,52.6,52.4,–,–,–,67.8,85.7,47.6,–,–,–,–,–,3.89,–,8.84,–,–,1600.0,8880.0,7520.0,172.0,599.0,4490.0,2930.0,106.0,–,–,–,43300.0,20900.0,–,38000,204.0,–,–,1840.0,4410.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,122.0,371,1980,2390,,3.89,8.84,NS,NS,C,C,2950
W,W14X257,W360X382,382.0,48800,417,416,–,–,–,406,406,–,–,–,30.0,30.2,15.9,48.0,47.6,–,–,–,63.2,81.0,46.0,–,–,–,–,–,4.23,–,9.71,–,–,1420.0,7980.0,6800.0,170.0,537.0,4030.0,2640.0,105.0,–,–,–,32900.0,18200.0,–,37400,183.0,–,–,1670.0,3980.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,121.0,368,1970,2370,,4.23,9.71,NS,NS,C,C,2950
W,W14X233,W360X347,347.0,44200,406,406,–,–,–,404,403,–,–,–,27.2,27.0,14.3,43.7,44.4,–,–,–,58.9,76.2,44.5,–,–,–,–,–,4.62,–,10.7,–,–,1250.0,7140.0,6150.0,168.0,479.0,3620.0,2380.0,104.0,–,–,–,24800.0,15800.0,–,36600,161.0,–,–,1490.0,3540.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,119.0,363,1940,2350,,4.62,10.7,NS,NS,C,C,2950
W,W14X211,W360X314,314.0,40000,399,400,–,–,–,401,400,–,–,–,24.9,25.4,12.7,39.6,39.7,–,–,–,54.9,73.0,42.9,–,–,–,–,–,5.06,–,11.6,–,–,1110.0,6390.0,5540.0,166.0,429.0,3240.0,2130.0,103.0,–,–,–,18600.0,13800.0,–,36100,143.0,–,–,1340.0,3180.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,118.0,358,1930,2330,,5.06,11.6,NS,NS,C,C,2950
W,W14X193,W360X287,287.0,36600,394,394,–,–,–,399,400,–,–,–,22.6,22.2,11.1,36.6,36.5,–,–,–,51.8,69.9,42.9,–,–,–,–,–,5.45,–,12.8,–,–,999.0,5820.0,5080.0,165.0,388.0,2950.0,1950.0,103.0,–,–,–,14500.0,12300.0,–,35600,130.0,–,–,1230.0,2900.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,117.0,358,1910,2310,,5.45,12.8,NS,NS,C,C,2950
W,W14X176,W360X262,262.0,33400,386,387,–,–,–,399,397,–,–,–,21.1,20.6,11.1,33.3,33.3,–,–,–,48.5,66.7,41.3,–,–,–,–,–,5.97,–,13.7,–,–,891.0,5240.0,4600.0,163.0,349.0,2670.0,1750.0,102.0,–,–,–,11000.0,10900.0,–,35200,117.0,–,–,1110.0,2610.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,116.0,353,1900,2300,,5.97,13.7,NS,NS,C,C,2950
W,W14X159,W360X237,237.0,30100,381,381,–,–,–,396,397,–,–,–,18.9,19.0,9.52,30.2,30.2,–,–,–,45.5,63.5,39.7,–,–,–,–,–,6.54,–,15.3,–,–,791.0,4700.0,4160.0,162.0,311.0,2390.0,1580.0,102.0,–,–,–,8200.0,9560.0,–,34800,104.0,–,–,1000.0,2340.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,115.0,351,1890,2280,,6.54,15.3,NS,NS,C,C,2950
W,W14X145,W360X216,216.0,27500,376,375,–,–,–,394,394,–,–,–,17.3,17.5,9.52,27.7,27.0,–,–,–,42.9,60.3,39.7,–,–,–,–,–,7.11,–,16.8,–,–,712.0,4260.0,3800.0,161.0,282.0,2180.0,1430.0,101.0,–,–,–,6330.0,8510.0,–,34300,93.2,–,–,908.0,2110.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,114.0,348,1870,2270,,7.11,16.8,NS,NS,C,C,2950
W,W14X132,W360X196,196.0,25000,373,371,–,–,–,373,375,–,–,–,16.4,15.9,7.94,26.2,25.4,–,–,–,41.4,58.7,39.7,–,–,–,–,–,7.15,–,17.7,–,–,637.0,3830.0,3420.0,160.0,228.0,1850.0,1220.0,95.5,–,–,–,5120.0,6850.0,–,32400,79.1,–,–,811.0,1900.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,107.0,348,1810,2180,,7.15,17.7,NS,NS,C,C,2950
W,W14X120,W360X179,179.0,22800,368,368,–,–,–,373,371,–,–,–,15.0,14.3,7.94,23.9,23.8,–,–,–,39.1,57.2,38.1,–,–,–,–,–,7.8,–,19.3,–,–,574.0,3470.0,3110.0,158.0,206.0,1670.0,1110.0,95.0,–,–,–,3900.0,6100.0,–,32100,71.6,–,–,737.0,1720.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,107.0,345,1800,2170,,7.8,19.3,NS,NS,C,C,2950
W,W14X109,W360X162,162.0,20600,363,365,–,–,–,371,371,–,–,–,13.3,12.7,6.35,21.8,22.2,–,–,–,37.1,55.6,38.1,–,–,–,–,–,8.49,–,21.7,–,–,516.0,3150.0,2830.0,158.0,186.0,1520.0,1000.0,94.7,–,–,–,2960.0,5420.0,–,31700,64.1,–,–,667.0,1550.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,106.0,340,1790,2160,,8.49,21.7,NS,NS,C,C,2950
W,W14X99,W360X147,147.0,18800,361,359,–,–,–,371,371,–,–,–,12.3,12.7,6.35,19.8,19.0,–,–,–,35.1,52.4,36.5,–,–,–,–,–,9.34,–,23.5,–,–,462.0,2830.0,2570.0,157.0,167.0,1370.0,905.0,94.2,–,–,–,2240.0,4830.0,–,31600,57.9,–,–,605.0,1410.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,105.0,340,1780,2150,,9.34,23.5,NS,NS,NC,C,2950
W,W14X90,W360X134,134.0,17100,356,356,–,–,–,368,368,–,–,–,11.2,11.1,6.35,18.0,17.5,–,–,–,33.3,50.8,36.5,–,–,–,–,–,10.2,–,25.9,–,–,416.0,2570.0,2340.0,156.0,151.0,1240.0,818.0,94.0,–,–,–,1690.0,4300.0,–,31100,51.6,–,–,544.0,1260.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,104.0,338,1770,2140,,10.2,25.9,NS,NS,NC,C,2950
W,W14X82,W360X122,122.0,15500,363,362,–,–,–,257,257,–,–,–,13.0,12.7,6.35,21.7,22.2,–,–,–,36.8,42.9,27.0,–,–,–,–,–,5.92,–,22.4,–,–,367.0,2280.0,2020.0,154.0,61.6,734.0,480.0,63.0,–,–,–,2110.0,1800.0,–,21900,30.5,–,–,452.0,1120.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,72.4,340,1450,1700,,5.92,22.4,NS,NS,C,C,2950
W,W14X74,W360X110,110.0,14100,361,359,–,–,–,257,257,–,–,–,11.4,11.1,6.35,19.9,20.6,–,–,–,35.1,41.3,27.0,–,–,–,–,–,6.41,–,25.4,–,–,331.0,2060.0,1840.0,153.0,55.8,664.0,436.0,63.0,–,–,–,1610.0,1610.0,–,21900,27.9,–,–,416.0,1020.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,71.9,340,1440,1700,,6.41,25.4,NS,NS,C,C,2950
W,W14X68,W360X101,101.0,12900,356,356,–,–,–,254,254,–,–,–,10.5,11.1,6.35,18.3,19.0,–,–,–,33.3,39.7,27.0,–,–,–,–,–,6.97,–,27.5,–,–,301.0,1880.0,1690.0,153.0,50.4,605.0,397.0,62.5,–,–,–,1250.0,1440.0,–,21400,24.9,–,–,375.0,918.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,71.1,338,1430,1680,,6.97,27.5,NS,NS,C,C,2950
W,W14X61,W360X91,91.0,11500,353,352,–,–,–,254,254,–,–,–,9.53,9.52,4.76,16.4,15.9,–,–,–,31.5,38.1,25.4,–,–,–,–,–,7.75,–,30.4,–,–,266.0,1670.0,1510.0,152.0,44.5,537.0,352.0,62.2,–,–,–,912.0,1260.0,–,21400,22.2,–,–,338.0,823.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,70.6,338,1420,1680,,7.75,30.4,NS,NS,C,C,2950
W,W14X53,W360X79,79.0,10100,353,352,–,–,–,205,203,–,–,–,9.4,9.52,4.76,16.8,17.5,–,–,–,31.8,38.1,25.4,–,–,–,–,–,6.11,–,30.9,–,–,225.0,1430.0,1270.0,150.0,24.0,361.0,234.0,48.8,–,–,–,807.0,682.0,–,17200,14.8,–,–,275.0,696.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,56.4,335,1280,1480,,6.11,30.9,NS,NS,C,C,2950
W,W14X48,W360X72,72.0,9100,351,349,–,–,–,204,203,–,–,–,8.64,7.94,4.76,15.1,15.9,–,–,–,30.2,36.5,25.4,–,–,–,–,–,6.75,–,33.6,–,–,201.0,1280.0,1150.0,149.0,21.4,321.0,210.0,48.5,–,–,–,604.0,602.0,–,17100,13.2,–,–,247.0,628.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,55.9,335,1270,1470,,6.75,33.6,NS,NS,C,C,2950
W,W14X43,W360X64,64.0,8130,348,346,–,–,–,203,203,–,–,–,7.75,7.94,4.76,13.5,12.7,–,–,–,28.4,34.9,25.4,–,–,–,–,–,7.54,–,37.4,–,–,178.0,1140.0,1030.0,148.0,18.8,283.0,185.0,48.0,–,–,–,437.0,524.0,–,17000,11.6,–,–,220.0,557.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,55.4,335,1260,1470,,7.54,37.4,NS,S,C,C,2950
W,W14X38,W360X57.8,57.8,7230,358,359,–,–,–,172,171,–,–,–,7.87,7.94,4.76,13.1,12.7,–,–,–,23.2,31.8,20.6,–,–,–,–,–,6.57,–,39.6,–,–,160.0,1010.0,895.0,149.0,11.1,198.0,129.0,39.4,–,–,–,332.0,330.0,–,14800,8.32,–,–,185.0,497.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,46.2,345,1200,1370,,6.57,39.6,NS,S,C,C,2950
W,W14X34,W360X51,51.0,6450,356,356,–,–,–,171,171,–,–,–,7.24,7.94,4.76,11.6,11.1,–,–,–,21.7,30.2,19.1,–,–,–,–,–,7.41,–,43.1,–,–,142.0,895.0,796.0,148.0,9.7,174.0,113.0,38.9,–,–,–,237.0,287.0,–,14800,7.33,–,–,164.0,441.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,45.7,343,1190,1360,,7.41,43.1,NS,S,C,C,2950
W,W14X30,W360X44,44.0,5710,351,352,–,–,–,171,171,–,–,–,6.86,6.35,3.18,9.78,9.52,–,–,–,19.9,28.6,19.1,–,–,–,–,–,8.74,–,45.4,–,–,121.0,775.0,688.0,146.0,8.16,147.0,95.4,37.8,–,–,–,158.0,238.0,–,14600,6.08,–,–,137.0,379.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,45.0,340,1180,1350,,8.74,45.4,NS,S,C,C,2950
W,W14X26,W360X39,39.0,4960,353,352,–,–,–,128,127,–,–,–,6.48,6.35,3.18,10.7,11.1,–,–,–,20.8,28.6,19.1,–,–,–,–,–,5.98,–,48.1,–,–,102.0,659.0,578.0,144.0,3.71,90.8,58.2,27.4,–,–,–,149.0,109.0,–,11000,3.73,–,–,111.0,323.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,33.0,343,1060,1190,,5.98,48.1,NS,S,C,C,2950
W,W14X22,W360X32.9,32.9,4190,348,349,–,–,–,127,127,–,–,–,5.84,6.35,3.18,8.51,7.94,–,–,–,18.7,27.0,19.1,–,–,–,–,–,7.46,–,53.3,–,–,82.8,544.0,475.0,141.0,2.91,71.9,45.9,26.4,–,–,–,86.6,84.3,–,10800,2.91,–,–,87.5,264.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,32.3,340,1050,1180,,7.46,53.3,NS,S,C,C,2950
W,W12X336,W310X500,500.0,63800,427,429,–,–,–,340,340,–,–,–,45.2,44.4,22.2,75.2,74.6,–,–,–,90.2,98.4,42.9,–,–,–,–,–,2.26,–,5.47,–,–,1690.0,9880.0,7910.0,163.0,495.0,4490.0,2900.0,88.1,–,–,–,101000.0,15300.0,–,29900,191.0,–,–,1950.0,4930.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,105.0,351,1760,2100,,2.26,5.47,NS,NS,C,C,2950
W,W12X305,W310X454,454.0,57700,414,416,–,–,–,335,337,–,–,–,41.4,41.3,20.6,68.8,68.3,–,–,–,83.8,92.1,41.3,–,–,–,–,–,2.45,–,5.98,–,–,1480.0,8800.0,7130.0,160.0,437.0,4000.0,2610.0,86.9,–,–,–,77000.0,13100.0,–,28900,167.0,–,–,1750.0,4380.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,103.0,345,1720,2060,,2.45,5.98,NS,NS,C,C,2950
W,W12X279,W310X415,415.0,52800,404,403,–,–,–,333,333,–,–,–,38.9,38.1,19.0,62.7,63.5,–,–,–,78.0,85.7,41.3,–,–,–,–,–,2.66,–,6.35,–,–,1290.0,7880.0,6440.0,156.0,390.0,3610.0,2340.0,85.9,–,–,–,59500.0,11300.0,–,28400,148.0,–,–,1570.0,3930.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,102.0,340,1700,2030,,2.66,6.35,NS,NS,C,C,2950
W,W12X252,W310X375,375.0,47800,391,391,–,–,–,330,330,–,–,–,35.6,34.9,17.5,57.2,57.2,–,–,–,72.4,79.4,38.1,–,–,–,–,–,2.89,–,6.96,–,–,1130.0,7010.0,5780.0,154.0,345.0,3210.0,2080.0,84.8,–,–,–,45000.0,9610.0,–,27500,130.0,–,–,1410.0,3490.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,99.8,335,1680,2010,,2.89,6.96,NS,NS,C,C,2950
W,W12X230,W310X342,342.0,43700,384,381,–,–,–,328,327,–,–,–,32.8,33.3,17.5,52.6,52.4,–,–,–,67.8,74.6,38.1,–,–,–,–,–,3.11,–,7.56,–,–,1010.0,6330.0,5260.0,152.0,309.0,2900.0,1880.0,84.1,–,–,–,34900.0,8380.0,–,27100,117.0,–,–,1280.0,3160.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,98.3,330,1660,1990,,3.11,7.56,NS,NS,C,C,2950
W,W12X210,W310X313,313.0,39900,373,375,–,–,–,325,324,–,–,–,30.0,30.2,15.9,48.3,47.6,–,–,–,63.5,71.4,36.5,–,–,–,–,–,3.37,–,8.23,–,–,891.0,5700.0,4790.0,150.0,276.0,2610.0,1700.0,83.3,–,–,–,26900.0,7300.0,–,26500,104.0,–,–,1160.0,2830.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,96.8,325,1640,1960,,3.37,8.23,NS,NS,C,C,2950
W,W12X190,W310X283,283.0,36100,366,365,–,–,–,323,321,–,–,–,26.9,27.0,14.3,44.2,44.4,–,–,–,59.2,66.7,34.9,–,–,–,–,–,3.65,–,9.16,–,–,787.0,5100.0,4310.0,148.0,245.0,2340.0,1520.0,82.6,–,–,–,20300.0,6340.0,–,25900,92.4,–,–,1050.0,2560.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,95.8,323,1620,1940,,3.65,9.16,NS,NS,C,C,2950
W,W12X170,W310X253,253.0,32300,356,356,–,–,–,320,321,–,–,–,24.4,23.8,12.7,39.6,39.7,–,–,–,54.9,61.9,33.3,–,–,–,–,–,4.03,–,10.1,–,–,687.0,4510.0,3850.0,146.0,215.0,2060.0,1350.0,81.8,–,–,–,14800.0,5400.0,–,25300,80.3,–,–,926.0,2230.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,94.0,315,1600,1920,,4.03,10.1,NS,NS,C,C,2950
W,W12X152,W310X226,226.0,28800,348,349,–,–,–,318,318,–,–,–,22.1,22.2,11.1,35.6,34.9,–,–,–,50.8,58.7,31.8,–,–,–,–,–,4.46,–,11.2,–,–,595.0,3980.0,3420.0,144.0,189.0,1820.0,1190.0,81.0,–,–,–,10700.0,4620.0,–,24800,69.9,–,–,821.0,1980.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,93.0,312,1580,1890,,4.46,11.2,NS,NS,C,C,2950
W,W12X136,W310X202,202.0,25700,340,340,–,–,–,315,314,–,–,–,20.1,20.6,11.1,31.8,31.8,–,–,–,47.0,54.0,31.8,–,–,–,–,–,4.96,–,12.3,–,–,516.0,3510.0,3050.0,142.0,166.0,1610.0,1050.0,80.3,–,–,–,7700.0,3950.0,–,24300,60.8,–,–,723.0,1740.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,91.7,310,1560,1870,,4.96,12.3,NS,NS,C,C,2950
